"snow density (sparse)"
284.739795684814
284.740527153015
284.339133262634
284.362607002258
283.962747573853
284.365491867065
284.38440990448
284.010918617249
327.290306091309
327.085004806519
283.651780128479
327.451599121094
327.564855575562
327.626971244812
327.683493614197
327.740152359009
327.796752929688
284.652911186218
284.681053161621
327.752574920654
328.011616706848
284.701629638672
285.106245040894
285.104558944702
285.10258769989
285.100335121155
285.097840309143
285.494809150696
285.86120891571
285.841057777405
285.840516090393
285.836388587952
285.811134338379
286.204413414001
285.779509544373
285.755719184875
285.738436698914
285.341686248779
285.349957466125
285.794233322144
285.435848236084
285.836120605469
285.836285591125
285.836542129517
285.835094451904
285.812455177307
286.210486412048
286.210091590881
286.229768753052
286.653654098511
286.26452255249
286.284857749939
286.709500312805
287.100400924683
286.731652259827
287.152536392212
287.147210121155
287.088475227356
287.459272384644
287.434782028198
287.399310112
286.580530166626
286.176342010498
286.15271282196
285.735494613647
284.906847953796
284.831280708313
284.718527793884
326.660027503967
325.377331733704
284.740684509277
284.739727020264
284.362808227539
284.764880180359
327.489537239075
327.233215332031
284.005718231201
284.433765411377
327.140838623047
327.197511672974
327.513475418091
327.310753822327
327.627067565918
327.683613777161
327.48003578186
327.796895980835
328.115928649902
284.659002304077
285.085302352905
285.086411476135
284.679579734802
285.105233192444
285.105410575867
285.103434562683
285.101152420044
285.098636627197
285.495439529419
285.463444709778
285.437230110168
285.41693687439
285.812010765076
286.18049621582
285.784088134766
286.153188705444
285.757954597473
285.733995437622
285.735741615295
285.7338514328
286.145416259766
286.56010055542
286.977831840515
286.592615127563
286.59271812439
286.592990875244
286.591404914856
286.562065124512
286.545589447021
286.156386375427
286.572721481323
286.57458782196
286.594306945801
286.626426696777
286.630582809448
286.630484580994
287.044317245483
287.432230949402
287.433856964111
286.661103248596
286.632099151611
286.609373092651
286.586438179016
285.77879524231
285.756478309631
285.337231636047
284.915655136108
284.893622398376
284.849157333374
283.963308334351
326.348455429077
325.614774703979
284.74178314209
284.340569496155
284.765005111694
284.365804672241
327.486730575562
327.286336898804
327.346302032471
327.343608856201
327.451005935669
327.51664352417
327.513879776001
327.621497154236
327.683664321899
327.474932670593
327.85366153717
327.858066558838
328.115828514099
284.682003974915
285.087148666382
284.680411338806
284.701929092407
285.106322288513
285.104379653931
285.102146148682
285.099642753601
285.095012664795
285.470138549805
285.466950416565
285.434693336487
285.408410072327
285.779605865479
285.759447097778
286.151267051697
285.731980323792
286.12445640564
286.093804359436
286.075801849365
286.077612876892
286.465405464172
286.875567436218
287.257956504822
287.28221321106
286.901772499084
286.902034759521
286.900418281555
286.490876197815
286.101784706116
286.126698493958
286.905178070068
286.543787002563
286.932290077209
286.951483726501
286.98369884491
286.987679481506
287.373072624207
287.375134468079
286.993805885315
286.993854522705
286.578443527222
286.166127204895
285.756858825684
285.758957862854
285.340630531311
284.944642066956
284.542184829712
327.346669197083
327.654147148132
327.088397979736
326.776566505432
327.034232139587
284.340695381165
284.364317893982
284.365838050842
283.981637001038
327.543214797974
327.599912643433
327.657117843628
327.456377029419
327.513180732727
327.57008934021
327.367078781128
327.683583259583
327.734781265259
327.853668212891
328.37323474884
328.172861099243
330.862707138062
331.187299728394
330.983775138855
