2020 01 28 12.00 3220 741066 4324130 3033.53 -6.15 60.33 0.46 247.62 0.31
2020 01 29 12.00 3220 741066 4324130 3033.53 -5.05 58.5 0.84 283.38 1.25
2020 01 30 12.00 3220 741066 4324130 3033.53 -9.01 58.58 1.52 331.66 1.05
2020 01 31 12.00 3220 741066 4324130 3033.53 -7.68 59.5 0.17 345.56 0.03
2020 02 01 12.00 3220 741066 4324130 3033.53 -1.39 59.33 1.12 173.86 0.1
2020 02 02 12.00 3220 741066 4324130 3033.53 -1.17 56.56 1.88 143.75 0.41
2020 02 03 12.00 3220 741066 4324130 3033.53 -1.06 56.10 2.17 109.63 8.39
2020 02 04 12.00 3220 741066 4324130 3033.53 -13.55 54.50 2.43 306.78 4.38
2020 02 05 12.00 3220 741066 4324130 3033.53 -18.36 52.83 1.05 304.67 0.46
2020 02 06 12.00 3220 741066 4324130 3033.53 -9.58 58.25 1.4 34.94 3.77
2020 02 07 12.00 3220 741066 4324130 3033.53 -2.81 64.50 2.03 14.21 2.6
2020 02 08 12.00 3220 741066 4324130 3033.53 0.08 60.28 1.09 75.32 1.3
2020 02 09 12.00 3220 741066 4324130 3033.53 -1.46 59.25 1.96 294.38 8.61
2020 02 10 12.00 3220 741066 4324130 3033.53 -2.56 57.6 1.56 293.03 0.48
2020 02 11 12.00 3220 741066 4324130 3033.53 -9.06 54.95 1.67 284.49 0.18
2020 02 12 12.00 3220 741066 4324130 3033.53 -9.23 55.44 0.82 306.59 0
